"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"4/05/2016","Marietta Restaurant","MARIETTA RESTAURANT BROOKLYN00005051106 7186389500 320160960886306411","55.84","debit","Restaurants","Gold Delta SkyMiles","",""
"4/05/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK578773      CATERER 320160960889167932","4.95","debit","Food & Dining","Gold Delta SkyMiles","",""
"4/05/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK551539      CATERER 320160960888462476","3.27","debit","Food & Dining","Gold Delta SkyMiles","",""
"4/05/2016","Duane Reade","DUANE READE #14295 0NEW YORK99999996096 8002892273 320160960891280288","7.93","debit","Pharmacy","Gold Delta SkyMiles","",""
"4/05/2016","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","8.45","debit","Food & Dining","Citi Double Cash Card","",""
"4/04/2016","Citi","CITI CARD ONLINE PAYMENT    111976276326300 WEB ID: CITICTP","330.39","debit","Financial","TOTAL CHECKING","",""
"4/04/2016","Venmo","VENMO-2          PAYMENT    184360188       CCD ID: 3264681992","12.00","debit","Transfer","TOTAL CHECKING","",""
"4/04/2016","Venmo Cashout Ccd","VENMO-0          CASHOUT    184360273       CCD ID: 5264681992","3.00","credit","Income","TOTAL CHECKING","",""
"4/03/2016","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","15.74","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"4/03/2016","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","10.65","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"4/02/2016","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","6.79","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"4/02/2016","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","11.62","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"4/02/2016","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","34.15","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"4/02/2016","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","25.60","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"4/02/2016","Taco Santana","SEAMLSS*TACOSANTANA NEW YORKC2BHYKT     8002561020 320160930832329764","10.02","debit","Restaurants","Gold Delta SkyMiles","",""
"4/02/2016","Netflix","NETFLIX.COM         866-579-7179883628572  DVD RENTALS 320160930837933441","7.99","debit","Movies & DVDs","Gold Delta SkyMiles","",""
"4/01/2016","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","8.71","debit","Food & Dining","Citi Double Cash Card","",""
"4/01/2016","Transfer from TOTAL CHECKING","ONLINE PAYMENT - THANK YOU 320160920830905432","1967.34","credit","Credit Card Payment","Gold Delta SkyMiles","",""
"4/01/2016","Transfer to Gold Delta SkyMiles","American Express ACH PMT    M8940           WEB ID: 2005032111","1967.34","debit","Credit Card Payment","TOTAL CHECKING","",""
"4/01/2016","Transfer from TOTAL CHECKING","ONLINE PAYMENT, THANK YOU","330.39","credit","Credit Card Payment","Citi Double Cash Card","",""
"3/31/2016","Seamlss Brooklynseou F","SEAMLSS*BROOKLYNSEOUNEW YORK92F2WGY     8002561020 320160910799035974","25.05","debit","Uncategorized","Gold Delta SkyMiles","",""
"3/31/2016","Wayfair","WAYFAIR*WAYFAIR     WAYFAIR.COM2141209871 2141209871       11211 320160910798527326","218.82","debit","Home Improvement","Gold Delta SkyMiles","",""
"3/31/2016","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","2969.12","credit","Paycheck","TOTAL CHECKING","",""
"3/30/2016","Duane Reade","DUANE READE #14295 0NEW YORK99999996090 8002892273 320160900790191689","8.51","debit","Pharmacy","Gold Delta SkyMiles","",""
"3/30/2016","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","6.40","debit","Food & Dining","Citi Double Cash Card","",""
"3/29/2016","Hop Lee Kitchen","SEAMLSS*HOPLEEKITCHENEW YORK5KR4DXJ     8002561020 320160890765338266","14.40","debit","Restaurants","Gold Delta SkyMiles","",""
"3/29/2016","Aramark","ARAMARK JPMC383MADISNEW YORK573239      CATERER 320160890769742666","8.45","debit","Food & Dining","Gold Delta SkyMiles","",""
"3/29/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK535793      CATERER 320160890769894240","3.27","debit","Food & Dining","Gold Delta SkyMiles","",""
"3/29/2016","Transfer to SAV*****9006","Online Transfer 5218047100 to emigrant bank ######9006 transacti","1500.00","debit","Transfer","TOTAL CHECKING","",""
"3/29/2016","Answer Vending Inc","ANSWER VENDING INC FARMINGDALE NY","1.10","debit","Fast Food","Citi Double Cash Card","",""
"3/29/2016","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","8.22","debit","Music","Citi Double Cash Card","",""
"3/29/2016","Vanguard Growth Etf Iv","VANGUARD GROWTH ETF IV","6.45","debit","Investments","Individual","",""
"3/28/2016","Seamlss Oaxacataquer Jqcb","SEAMLSS*OAXACATAQUERNEW YORK4JQCB3J     8002561020 320160880752683022","10.96","debit","Uncategorized","Gold Delta SkyMiles","",""
"3/28/2016","Verizon","VERIZONRECURRING PAY800-VERIZON876390296546545153880001    19103 320160880754218445","142.46","debit","Home Phone","Gold Delta SkyMiles","",""
"3/28/2016","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5285376273 from YURI RUDASHEV","59.80","credit","Transfer","TOTAL CHECKING","",""
"3/28/2016","Vanguard Growth Etf Iv","VANGUARD GROWTH ETF IV","6.45","credit","Dividend & Cap Gains","Individual","",""
"3/27/2016","Union Market","JR UNION MARKET INC BROOKLYN NY","29.97","debit","Groceries","Citi Double Cash Card","",""
"3/27/2016","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIPBMNPDMJFPX BOOK STORES 320160870741570582","48.94","debit","Shopping","Gold Delta SkyMiles","",""
"3/27/2016","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIPBM3U8W1C4C BOOK STORES 320160870738323705","10.86","debit","Shopping","Gold Delta SkyMiles","",""
"3/26/2016","Redhouse","SEAMLSS*REDHOUSE SEANEW YORKD2TPYFT     8002561020 320160860720644385","14.09","debit","Entertainment","Gold Delta SkyMiles","",""
"3/26/2016","Seamlss Kestanekebab Ny","SEAMLSS*KESTANEKEBABNEW YORK2NY356D     8002561020 320160860721189318","16.27","debit","Fast Food","Gold Delta SkyMiles","",""
"3/26/2016","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","10.85","debit","Music","Citi Double Cash Card","",""
"3/25/2016","Amazon","AMAZON SERVICES-KIND866-321-885BZ8X3VTP8F5 DIGITAL 320160850712788589","12.99","debit","Shopping","Gold Delta SkyMiles","",""
"3/25/2016","Union Market","JR UNION MARKET INC BROOKLYN NY","27.95","debit","Groceries","Citi Double Cash Card","",""
"3/24/2016","Redhouse","SEAMLSS*REDHOUSE SEANEW YORKD6RWM84     8002561020 320160840686345733","20.65","debit","Entertainment","Gold Delta SkyMiles","",""
"3/24/2016","Answer Vending Inc","ANSWER VENDING INC FARMINGDALE NY","1.35","debit","Fast Food","Citi Double Cash Card","",""
"3/23/2016","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","5.06","debit","Food & Dining","Citi Double Cash Card","",""
"3/23/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK509874      CATERER 320160830673723857","6.53","debit","Food & Dining","Gold Delta SkyMiles","",""
"3/23/2016","Verizon","VERIZON ONETIMEPAY  VERIZON.COM06119536654 PHONE SRV 320160830673062862","142.46","debit","Home Phone","Gold Delta SkyMiles","",""
"3/23/2016","Economist Newspaper","ECONOMIST Newspaper (800)456-603255816274  800-456-6086 320160830676332369","12.00","debit","Printing","Gold Delta SkyMiles","",""
"3/23/2016","Aramark","ARAMARK JPMC383MADISNEW YORK551199      CATERER 320160830673845579","8.98","debit","Food & Dining","Gold Delta SkyMiles","",""
"3/23/2016","Vanguard Small Cap Etf Iv","VANGUARD SMALL CAP ETF IV","3.71","debit","Investments","Individual","",""
"3/22/2016","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","4.84","debit","Food & Dining","Citi Double Cash Card","",""
"3/22/2016","Check 172","CHECK 172","170.00","debit","Check","TOTAL CHECKING","",""
"3/22/2016","Vanguard Small Cap Etf Iv","VANGUARD SMALL CAP ETF IV","3.71","credit","Dividend & Cap Gains","Individual","",""
"3/22/2016","Vanguard High Dividend Yield Etf","VANGUARD HIGH DIVIDEND YIELD ETF","14.59","debit","Investments","Individual","",""
"3/22/2016","Vanguard Ftse Emerging Mark Etf Iv","VANGUARD FTSE EMERGING MARK ETF IV","2.90","debit","Investments","Individual","",""
"3/21/2016","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIWHBEQT31LNM BOOK STORES 320160810640091455","15.67","debit","Shopping","Gold Delta SkyMiles","",""
"3/21/2016","Alice Cafe","ALICE CAFE 650000008NEW YORK10156320160 2128886969 320160810634650204","13.28","debit","Restaurants","Gold Delta SkyMiles","",""
"3/21/2016","Duane Reade","DUANE READE #14426 0BROOKLYN99999996081 8002892273 320160810640654465","16.41","debit","Pharmacy","Gold Delta SkyMiles","",""
"3/21/2016","Seamlss Oaxacataquer N","SEAMLSS*OAXACATAQUERNEW YORKN2MQFWY     8002561020 320160810635578864","12.83","debit","Uncategorized","Gold Delta SkyMiles","",""
"3/21/2016","Consolidated Edison","CON ED OF NY     INTELL CKPPD ID: 2462467002","67.01","debit","Utilities","TOTAL CHECKING","",""
"3/21/2016","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5267848388 to Bryan","50.00","debit","Shopping","TOTAL CHECKING","",""
"3/21/2016","Uni Llc","Online Payment 5211151304 To Union LLC","2625.00","debit","Uncategorized","TOTAL CHECKING","",""
"3/21/2016","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","29.94","credit","Income","TOTAL CHECKING","",""
"3/21/2016","Vanguard Ftse Emerging Mark Etf Iv","VANGUARD FTSE EMERGING MARK ETF IV","2.90","credit","Dividend & Cap Gains","Individual","",""
"3/21/2016","Vanguard High Dividend Yield Etf","VANGUARD HIGH DIVIDEND YIELD ETF","14.59","credit","Dividend & Cap Gains","Individual","",""
"3/20/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK501136      CATERER 320160800623437143","5.44","debit","Food & Dining","Gold Delta SkyMiles","",""
"3/20/2016","Society","SOCIETY6.COM        SANTA MONIC1_CH_17RHRD 8778877815 320160800632580433","86.00","debit","Mortgage & Rent","Gold Delta SkyMiles","",""
"3/20/2016","Seamlss Indiankitche Jw","SEAMLSS*INDIANKITCHENEW YORKJW8P7SJ     8002561020 320160800619318474","14.34","debit","Restaurants","Gold Delta SkyMiles","",""
"3/19/2016","Seamlss Oaxacataquer Pj","SEAMLSS*OAXACATAQUERNEW YORK8PJ3YMD     8002561020 320160790605530697","11.27","debit","Uncategorized","Gold Delta SkyMiles","",""
"3/18/2016","Cucina Express New","CUCINA EXPRESS      NEW YORK588616      RESTAURANT 320160780591627960","6.76","debit","Food & Dining","Gold Delta SkyMiles","",""
"3/18/2016","Duane Reade","DUANE READE #14295 0NEW YORK99999996078 8002892273 320160780593213720","31.01","debit","Pharmacy","Gold Delta SkyMiles","",""
"3/18/2016","Redhouse","SEAMLSS*REDHOUSE SEANEW YORKD55M32Y     8002561020 320160780586569741","14.09","debit","Entertainment","Gold Delta SkyMiles","",""
"3/18/2016","Answer Vending Inc","ANSWER VENDING INC FARMINGDALE NY","1.35","debit","Fast Food","Citi Double Cash Card","",""
"3/18/2016","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","4.90","debit","Food & Dining","Citi Double Cash Card","",""
"3/18/2016","Blake & Todd","BLAKE & TODD NEW YORK NY","4.84","debit","Restaurants","Citi Double Cash Card","",""
"3/18/2016","Duane Reade","DUANE READE #14295 NEW YORK NY","29.51","debit","Pharmacy","Citi Double Cash Card","",""
"3/18/2016","ATM Fee","NON-CHASE ATM WITHDRAW318333  03/18568 UNION","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"3/18/2016","ATM Withdrawal","NON-CHASE ATM WITHDRAW318333  03/18568 UNION","60.00","debit","Cash & ATM","TOTAL CHECKING","",""
"3/18/2016","Citi","CITI AUTOPAY     PAYMENTPPD ID: CITICARDAP","332.65","debit","Financial","TOTAL CHECKING","",""
"3/18/2016","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"3/17/2016","Urban Outfitters","URBAN-OUTFITTERS-DIRPHILADELPHIT134448239  7064476582 320160770572627595","84.92","debit","Clothing","Gold Delta SkyMiles","",""
"3/17/2016","Seamlss Kingdomresta Svtbqt","SEAMLSS*KINGDOMRESTANEW YORK9SVTBQT     8002561020 320160770569515519","13.45","debit","Uncategorized","Gold Delta SkyMiles","",""
"3/17/2016","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","8.26","debit","Food & Dining","Citi Double Cash Card","",""
"3/17/2016","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5262758355 to MAryana p","41.00","debit","Shopping","TOTAL CHECKING","",""
"3/17/2016","Autopay Rautopay Auto","AUTOPAY 999990000018805RAUTOPAY AUTO-PMT","332.65","credit","Credit Card Payment","Citi Double Cash Card","",""
"3/17/2016","Gaslog Ltd F","GASLOG LTD F","7.00","credit","Dividend & Cap Gains","Individual","",""
"3/16/2016","Answer Vending Inc","ANSWER VENDING INC FARMINGDALE NY","1.35","debit","Fast Food","Citi Double Cash Card","",""
"3/16/2016","Citicards Cash Reward","CITICARDS CASH   REWARDPPD ID: CITIREWARD","25.00","credit","Income","TOTAL CHECKING","",""
"3/16/2016","Ng Ng","PAYPAL *NG15NG31    402935773304910598    402-935-7733 320160760566085172","31.77","debit","Uncategorized","Gold Delta SkyMiles","",""
"3/15/2016","Lyft","LYFT *RIDE MON 6AM 8552800278 CA Digital Account Number XXXXXXXXXXXX1208","38.57","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"3/15/2016","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","2969.13","credit","Paycheck","TOTAL CHECKING","",""
"3/15/2016","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5255358813 to MAryana p","7.00","debit","Shopping","TOTAL CHECKING","",""
"3/15/2016","Elements","ARIA - ELEMENTS     LAS VEGAS00089376009 702-590-7111 320160750547054345","19.19","debit","Home Improvement","Gold Delta SkyMiles","",""
"3/14/2016","ATM Withdrawal","NON-CHASE ATM WITHDRAW723232  03/12FLV12  RI","45.99","debit","Cash & ATM","TOTAL CHECKING","",""
"3/14/2016","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"3/14/2016","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5257191469 to Keys a","11.00","debit","Shopping","TOTAL CHECKING","",""
"3/14/2016","Venmo","VENMO-2          PAYMENT    173199914       CCD ID: 3264681992","26.00","debit","Transfer","TOTAL CHECKING","",""
"3/14/2016","A Cab","CALL A CAB          LAS VEGAS00395146090 TAXICAB & LIMOUSINE 320160740525397092","21.96","debit","Rental Car & Taxi","Gold Delta SkyMiles","",""
"3/14/2016","Spotify","SPOTIFY USA         NEW YORK1JIB69VO37K BUSINESS SERVICE 320160740529176435","9.99","debit","Music","Gold Delta SkyMiles","",""
"3/14/2016","Spice Market Buffet","PH SPICE MARKET BUFFLAS VEGAS01974346   Check ID: 243354389109 320160740523955254","35.31","debit","Restaurants","Gold Delta SkyMiles","",""
"3/14/2016","Answer Vending Inc","ANSWER VENDING INC FARMINGDALE NY","1.35","debit","Fast Food","Citi Double Cash Card","",""
"3/13/2016","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","2.16","debit","Music","Citi Double Cash Card","",""
"3/13/2016","Hudson News","HUDSONNEWS ST950 LAS VEGAS NV","5.38","debit","Newspapers & Magazines","Citi Double Cash Card","",""
"3/12/2016","Lyft","LYFT *RIDE FRI 9AM 8552800278 CA Digital Account Number XXXXXXXXXXXX1208","37.81","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"3/12/2016","Las Vegas 51","ARIA                LAS VEGAS597     228 702-590-7111 320160730501664814","4.60","debit","Gym","Gold Delta SkyMiles","",""
"3/12/2016","Atelier","MGM L'ATELIER DE JOELAS VEGAS75      297 702-891-1111 320160730513580596","196.55","debit","Business Services","Gold Delta SkyMiles","",""
"3/12/2016","Aramark","ARAMARK JPMC383MADISNEW YORK000055      CATERER 320160720497851117","5.61","debit","Food & Dining","Gold Delta SkyMiles","",""
"3/12/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK000061      CATERER 320160720497851116","7.61","debit","Food & Dining","Gold Delta SkyMiles","",""
"3/12/2016","Aramark","ARAMARK JPMC383MADISNEW YORK555132      CATERER 320160720496693759","11.11","debit","Food & Dining","Gold Delta SkyMiles","",""
"3/12/2016","Vts Nellis Taxi","VTS NELLIS TAXI     LAS VEGAS00390339302 TAXICAB & LIMOUSINE 320160720493181340","28.98","debit","Rental Car & Taxi","Gold Delta SkyMiles","",""
"3/12/2016","Hudson Stop","HUDSON ST1374 0000  LAS VEGAS14900123    800-326-7711 320160720494811379","7.98","debit","Shopping","Gold Delta SkyMiles","",""
"3/11/2016","Venmo","VENMO-2          PAYMENT    171821975       CCD ID: 3264681992","237.00","debit","Transfer","TOTAL CHECKING","",""
"3/11/2016","Venmo","VENMO-2          PAYMENT    171822063       CCD ID: 3264681992","6.00","debit","Transfer","TOTAL CHECKING","",""
"3/11/2016","Delta","DELTA AIR LINES     ATLANTA18002211212 320160710479588190","150.00","debit","Air Travel","Gold Delta SkyMiles","",""
"3/10/2016","Taco Chulo","SEAMLSS*TACOCHULO SENEW YORK2T4GKGD     8002561020 320160700453868372","15.03","debit","Restaurants","Gold Delta SkyMiles","",""
"3/10/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK000138      CATERER 320160700457562961","11.21","debit","Food & Dining","Gold Delta SkyMiles","",""
"3/10/2016","Answer Vending Inc","ANSWER VENDING INC FARMINGDALE NY","1.35","debit","Fast Food","Citi Double Cash Card","",""
"3/09/2016","Kitchen","ROAST KITCHEN       NEW YORK577631     100701274        10017 320160690444105715","12.74","debit","Furnishings","Gold Delta SkyMiles","",""
"3/09/2016","Society","SOCIETY6.COM        SANTA MONIC1_CH_17MY5A 8778877815 320160690447771721","120.65","debit","Mortgage & Rent","Gold Delta SkyMiles","",""
"3/09/2016","Brooklyn New York","SEAMLSS*SAGEBROOKLYNNEW YORK3RCZVJP     8002561020 320160690437039337","26.29","debit","Gym","Gold Delta SkyMiles","",""
"3/09/2016","Kitchen","ROAST KITCHEN       NEW YORK513212     100700321        10017 320160690446084187","3.21","debit","Furnishings","Gold Delta SkyMiles","",""
"3/09/2016","Jpmorgan Chase","JPMORGAN CHASE B TTRVL-REIMPPD ID: 360899825","5.78","debit","Financial","TOTAL CHECKING","",""
"3/08/2016","Duane Reade","DUANE READE #14295 0NEW YORK99999996068 8002892273 320160680425727912","22.39","debit","Pharmacy","Gold Delta SkyMiles","",""
"3/08/2016","Flycleaners Ny","FLYCLEANERS 3478554359 NY","39.93","debit","Laundry","Citi Double Cash Card","",""
"3/07/2016","Seamlss Indiankitche Xt","SEAMLSS*INDIANKITCHENEW YORK822XT5T     8002561020 320160670404327491","14.34","debit","Restaurants","Gold Delta SkyMiles","",""
"3/07/2016","Seamlss Sido Seamlss","SEAMLSS*SIDO SEAMLSSNEW YORKJ56HJNJ     8002561020 320160670404666955","26.92","debit","Uncategorized","Gold Delta SkyMiles","",""
"3/07/2016","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5243525034 from LAURA MARIE P","13.00","credit","Transfer","TOTAL CHECKING","",""
"3/07/2016","Ishares Iboxx High Yieldbond Etf","ISHARES IBOXX HIGH YIELDBOND ETF","5.44","credit","Dividend & Cap Gains","Individual","",""
"3/06/2016","Seamlss Koharujapanenew York","SEAMLSS*KOHARUJAPANENEW YORKMNJH4WD     8002561020 320160660388054824","14.40","debit","Restaurants","Gold Delta SkyMiles","",""
"3/06/2016","Seamlss Oaxacataquer Ksxhxrd","SEAMLSS*OAXACATAQUERNEW YORKKSXHXRD     8002561020 320160660388046479","30.61","debit","Uncategorized","Gold Delta SkyMiles","",""
"3/05/2016","Kitchen","ROAST KITCHEN       NEW YORK545201     100701274        10017 320160650382342635","12.74","debit","Furnishings","Gold Delta SkyMiles","",""
"3/04/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK562860      CATERER 320160640360056657","5.99","debit","Food & Dining","Gold Delta SkyMiles","",""
"3/04/2016","Brooklyn New York","SEAMLSS*SAGEBROOKLYNNEW YORK5M7GTK8     8002561020 320160640356094449","27.54","debit","Gym","Gold Delta SkyMiles","",""
"3/04/2016","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5232079406 from YURI RUDASHEV","250.00","credit","Transfer","TOTAL CHECKING","",""
"3/03/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK537726      CATERER 320160630342904805","5.72","debit","Food & Dining","Gold Delta SkyMiles","",""
"3/03/2016","ATM Withdrawal","ATM WITHDRAWAL006000  03/03383 MADIS","50.00","debit","Cash & ATM","TOTAL CHECKING","",""
"3/02/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK590837      CATERER 320160620324426631","6.26","debit","Food & Dining","Gold Delta SkyMiles","",""
